ticker,created,id,polarity1,sentiment,subjectivity1,polarity2,subjectivity2
A,Mon Apr 04 15:02:52 +0000 2022,1.51E+18,0.125,positive,0.166666667,0.125,0.166666667
A,Mon Apr 04 13:03:46 +0000 2022,1.51E+18,0.25,positive,0.333333333,0.25,0.333333333
A,Mon Apr 04 13:03:41 +0000 2022,1.51E+18,0.5,positive,0.5,0.5,0.5
A,Mon Apr 04 13:03:40 +0000 2022,1.51E+18,-0.1,negative,0.225,-0.1,0.225
A,Mon Apr 04 13:01:09 +0000 2022,1.51E+18,0.05,positive,0.5,0.05,0.5
A,Mon Apr 04 11:01:50 +0000 2022,1.51E+18,0,neutral,0,0,0
A,Mon Apr 04 10:11:07 +0000 2022,1.51E+18,0,neutral,0,0,0
A,Mon Apr 04 10:11:03 +0000 2022,1.51E+18,0.116666667,positive,0.183333333,0.116666667,0.183333333
A,Mon Apr 04 08:00:12 +0000 2022,1.51E+18,0,neutral,0.05,0,0.05
A,Sun Apr 03 11:00:44 +0000 2022,1.51E+18,-0.140740741,negative,0.185185185,-0.140740741,0.185185185
A,Sat Apr 02 23:04:05 +0000 2022,1.51E+18,0.855,positive,0.765,0.75,0.675
A,Fri Apr 01 20:16:11 +0000 2022,1.51E+18,0,neutral,0,0,0
A,Fri Apr 01 13:04:47 +0000 2022,1.51E+18,0,neutral,0,0,0
A,Fri Apr 01 13:04:37 +0000 2022,1.51E+18,0.25,positive,0.333333333,0.25,0.333333333
A,Fri Apr 01 12:20:25 +0000 2022,1.51E+18,-0.3,negative,0.5,-0.3,0.5
A,Fri Apr 01 12:05:49 +0000 2022,1.51E+18,0.136363636,positive,0.5,0.136363636,0.5
A,Thu Mar 31 19:28:00 +0000 2022,1.51E+18,0.51,positive,0.26,0.51,0.26
AIG,Mon Apr 04 17:41:06 +0000 2022,1.51E+18,0,neutral,0,0,0
AIG,Thu Mar 31 12:35:41 +0000 2022,1.51E+18,0.271428571,positive,0.482142857,0.271428571,0.482142857
AKAM,Mon Apr 04 22:04:04 +0000 2022,1.51E+18,0,neutral,0.4,0,0.4
AKAM,Mon Apr 04 16:21:11 +0000 2022,1.51E+18,0,neutral,0,0,0
AKAM,Mon Apr 04 14:54:03 +0000 2022,1.51E+18,0,neutral,0.4,0,0.4
AKAM,Mon Apr 04 12:15:04 +0000 2022,1.51E+18,0,neutral,0.4,0,0.4
AKAM,Sun Apr 03 08:51:02 +0000 2022,1.51E+18,0,neutral,0.4,0,0.4
AKAM,Sat Apr 02 16:42:58 +0000 2022,1.51E+18,0.106666667,positive,0.526666667,0.106666667,0.526666667
AKAM,Sat Apr 02 11:19:00 +0000 2022,1.51E+18,0,neutral,0.4,0,0.4
AKAM,Fri Apr 01 18:54:03 +0000 2022,1.51E+18,0,neutral,0.4,0,0.4
AKAM,Wed Mar 30 22:12:25 +0000 2022,1.51E+18,0,neutral,0.75,0,0.75
AKAM,Wed Mar 30 19:15:01 +0000 2022,1.51E+18,0,neutral,0.4,0,0.4
ALK,Sun Apr 03 09:34:05 +0000 2022,1.51E+18,0,neutral,0.4,0,0.4
ALB,Mon Apr 04 19:32:49 +0000 2022,1.51E+18,0,neutral,0,0,0
ALB,Sun Apr 03 13:09:25 +0000 2022,1.51E+18,-0.333333333,negative,0.433333333,-0.333333333,0.433333333
ALB,Fri Apr 01 02:06:47 +0000 2022,1.51E+18,0,neutral,0,0,0
ARE,Thu Mar 31 12:43:03 +0000 2022,1.51E+18,0.216666667,positive,0.4,0.216666667,0.4
ALGN,Wed Mar 30 19:28:45 +0000 2022,1.51E+18,0.106666667,positive,0.526666667,0.106666667,0.526666667
ALLE,Mon Apr 04 16:49:51 +0000 2022,1.51E+18,0,neutral,0,0,0
ALLE,Mon Apr 04 14:34:04 +0000 2022,1.51E+18,0,neutral,0,0,0
ALLE,Fri Apr 01 16:03:58 +0000 2022,1.51E+18,0,neutral,0,0,0
LNT,Mon Apr 04 19:43:49 +0000 2022,1.51E+18,0.136363636,positive,0.454545455,0.136363636,0.454545455
LNT,Thu Mar 31 23:16:25 +0000 2022,1.51E+18,0.16,positive,0.54,0.16,0.54
ALL,Mon Apr 04 15:07:26 +0000 2022,1.51E+18,0,neutral,0,0,0
ALL,Thu Mar 31 12:30:34 +0000 2022,1.51E+18,0.016666667,positive,0.316666667,0.125,0.375
GOOGL,Mon Apr 04 19:29:35 +0000 2022,1.51E+18,0,neutral,0,0,0
GOOGL,Mon Apr 04 18:15:27 +0000 2022,1.51E+18,0.575,positive,0.666666667,0.575,0.666666667
GOOGL,Mon Apr 04 18:02:24 +0000 2022,1.51E+18,0.016071429,positive,0.582142857,0.016071429,0.582142857
GOOGL,Mon Apr 04 17:57:43 +0000 2022,1.51E+18,0.016071429,positive,0.582142857,0.016071429,0.582142857
GOOGL,Mon Apr 04 17:14:08 +0000 2022,1.51E+18,-0.1,negative,0.25,-0.033333333,0.294444444
GOOGL,Mon Apr 04 17:11:07 +0000 2022,1.51E+18,-0.1,negative,0.25,-0.033333333,0.294444444
GOOGL,Mon Apr 04 08:15:35 +0000 2022,1.51E+18,0,neutral,0,0,0
GOOGL,Sat Apr 02 16:31:41 +0000 2022,1.51E+18,0,neutral,0,0,0
GOOGL,Fri Apr 01 21:46:16 +0000 2022,1.51E+18,0,neutral,0,0,0
GOOGL,Fri Apr 01 18:02:12 +0000 2022,1.51E+18,0,neutral,0,0,0
GOOGL,Fri Apr 01 16:56:18 +0000 2022,1.51E+18,0.016071429,positive,0.582142857,0.016071429,0.582142857
GOOGL,Fri Apr 01 16:56:16 +0000 2022,1.51E+18,0.016071429,positive,0.582142857,0.016071429,0.582142857
GOOGL,Fri Apr 01 15:05:39 +0000 2022,1.51E+18,0,neutral,0,0,0
GOOGL,Thu Mar 31 21:51:05 +0000 2022,1.51E+18,1,positive,0.3,1,0.3
GOOGL,Thu Mar 31 20:10:10 +0000 2022,1.51E+18,0,neutral,0.3,0,0.3
GOOGL,Thu Mar 31 16:33:06 +0000 2022,1.51E+18,1,positive,0.3,1,0.3
GOOGL,Wed Mar 30 23:12:39 +0000 2022,1.51E+18,0.003333333,positive,0.335555556,0.003333333,0.335555556
GOOGL,Wed Mar 30 20:21:12 +0000 2022,1.51E+18,0,neutral,0.39,0,0.39
GOOGL,Wed Mar 30 20:12:33 +0000 2022,1.51E+18,0.1,positive,0.3,0.1,0.3
GOOGL,Wed Mar 30 18:01:34 +0000 2022,1.51E+18,0,neutral,0,0,0
GOOG,Mon Apr 04 18:15:27 +0000 2022,1.51E+18,0.575,positive,0.666666667,0.575,0.666666667
GOOG,Fri Apr 01 15:05:39 +0000 2022,1.51E+18,0,neutral,0,0,0
GOOG,Thu Mar 31 21:48:07 +0000 2022,1.51E+18,1,positive,0.3,1,0.3
GOOG,Thu Mar 31 16:30:28 +0000 2022,1.51E+18,1,positive,0.3,1,0.3
GOOG,Thu Mar 31 14:34:59 +0000 2022,1.51E+18,0.016071429,positive,0.582142857,0.016071429,0.582142857
GOOG,Wed Mar 30 23:12:39 +0000 2022,1.51E+18,0.003333333,positive,0.335555556,0.003333333,0.335555556
GOOG,Wed Mar 30 20:12:33 +0000 2022,1.51E+18,0.1,positive,0.3,0.1,0.3
MO,Mon Apr 04 19:13:14 +0000 2022,1.51E+18,0.016071429,positive,0.582142857,0.016071429,0.582142857
MO,Mon Apr 04 19:12:54 +0000 2022,1.51E+18,0.016071429,positive,0.582142857,0.016071429,0.582142857
MO,Fri Apr 01 20:12:08 +0000 2022,1.51E+18,1,positive,0.3,1,0.3
MO,Thu Mar 31 17:36:08 +0000 2022,1.51E+18,1,positive,0.3,1,0.3
MO,Thu Mar 31 13:24:04 +0000 2022,1.51E+18,0.106666667,positive,0.526666667,0.106666667,0.526666667
AMZN,Mon Apr 04 21:52:22 +0000 2022,1.51E+18,0.133333333,negative,0.633333333,-0.05,0.7
AMZN,Mon Apr 04 21:00:08 +0000 2022,1.51E+18,0.202,positive,0.321333333,0.202,0.321333333
AMZN,Mon Apr 04 18:07:23 +0000 2022,1.51E+18,0,neutral,0,0,0
AMZN,Mon Apr 04 18:07:23 +0000 2022,1.51E+18,0,neutral,0,0,0
AMZN,Mon Apr 04 16:09:59 +0000 2022,1.51E+18,0.016666667,positive,0.5,0.016666667,0.5
AMZN,Mon Apr 04 14:33:46 +0000 2022,1.51E+18,0,neutral,0,0,0
AMZN,Mon Apr 04 14:09:46 +0000 2022,1.51E+18,0,neutral,0,0,0
AMZN,Mon Apr 04 14:09:46 +0000 2022,1.51E+18,0,neutral,0,0,0
AMZN,Mon Apr 04 14:01:27 +0000 2022,1.51E+18,0,neutral,0.1,0,0
AMZN,Mon Apr 04 13:33:36 +0000 2022,1.51E+18,0,neutral,0.1,0,0.1
AMZN,Mon Apr 04 13:07:50 +0000 2022,1.51E+18,0.6,positive,0.55,0.6,0.55
AMZN,Mon Apr 04 03:01:05 +0000 2022,1.51E+18,0,neutral,0,0,0
AMZN,Mon Apr 04 02:00:48 +0000 2022,1.51E+18,0.2,negative,0.45,-0.1,0.4
AMZN,Mon Apr 04 02:00:45 +0000 2022,1.51E+18,0.2,negative,0.45,-0.1,0.4
AMZN,Mon Apr 04 01:33:27 +0000 2022,1.51E+18,0,neutral,0,0,0
AMZN,Mon Apr 04 01:21:15 +0000 2022,1.51E+18,0.191666667,positive,0.55,0.191666667,0.55
AMZN,Mon Apr 04 01:07:01 +0000 2022,1.51E+18,0,neutral,0,0,0
AMZN,Mon Apr 04 00:00:52 +0000 2022,1.51E+18,0.2,negative,0.45,-0.1,0.4
AMZN,Mon Apr 04 00:00:48 +0000 2022,1.51E+18,0.2,negative,0.45,-0.1,0.4
AMZN,Sun Apr 03 23:12:27 +0000 2022,1.51E+18,0,neutral,0,0,0
AMCR,Mon Apr 04 14:05:34 +0000 2022,1.51E+18,0.275,positive,0.5,0.2,0.5
AMCR,Thu Mar 31 09:00:29 +0000 2022,1.51E+18,-0.140740741,negative,0.185185185,-0.140740741,0.185185185
AMD,Mon Apr 04 21:38:02 +0000 2022,1.51E+18,0.2,negative,0.45,-0.1,0.4
AMD,Mon Apr 04 20:05:27 +0000 2022,1.51E+18,0.4,positive,0.6,0.4,0.6
AMD,Mon Apr 04 18:17:31 +0000 2022,1.51E+18,0,neutral,0,0,0
AMD,Mon Apr 04 18:00:02 +0000 2022,1.51E+18,0.183333333,positive,0.55,0.183333333,0.55
AMD,Mon Apr 04 17:23:10 +0000 2022,1.51E+18,-0.3,negative,0.1,-0.3,0.1
AMD,Mon Apr 04 17:04:46 +0000 2022,1.51E+18,0.122222222,positive,0.366666667,0.122222222,0.366666667
AMD,Mon Apr 04 17:00:02 +0000 2022,1.51E+18,0.183333333,positive,0.55,0.183333333,0.55
AMD,Mon Apr 04 16:20:18 +0000 2022,1.51E+18,0,neutral,0,0,0
AMD,Mon Apr 04 15:34:00 +0000 2022,1.51E+18,0.275,positive,0.5,0.2,0.5
AMD,Mon Apr 04 15:33:45 +0000 2022,1.51E+18,0.275,positive,0.5,0.2,0.5
AMD,Mon Apr 04 15:29:04 +0000 2022,1.51E+18,0.275,positive,0.5,0.2,0.5
AMD,Mon Apr 04 15:00:02 +0000 2022,1.51E+18,0.183333333,positive,0.55,0.183333333,0.55
AMD,Mon Apr 04 14:57:28 +0000 2022,1.51E+18,0,neutral,0,0,0
AMD,Mon Apr 04 14:50:41 +0000 2022,1.51E+18,0,neutral,0,0,0
AMD,Mon Apr 04 14:50:41 +0000 2022,1.51E+18,0,neutral,0,0,0
AMD,Mon Apr 04 14:10:59 +0000 2022,1.51E+18,0,neutral,0.1,0,0.1
AMD,Mon Apr 04 13:07:50 +0000 2022,1.51E+18,0.6,positive,0.55,0.6,0.55
AMD,Mon Apr 04 11:01:24 +0000 2022,1.51E+18,0.2,negative,0.45,-0.1,0.4
AMD,Mon Apr 04 11:01:17 +0000 2022,1.51E+18,0.2,negative,0.45,-0.1,0.4
AMD,Mon Apr 04 08:02:15 +0000 2022,1.51E+18,0.2,negative,0.45,-0.1,0.4
AEE,Mon Apr 04 23:13:20 +0000 2022,1.51E+18,0,neutral,0.75,0,0.75
AEE,Sun Apr 03 17:15:51 +0000 2022,1.51E+18,0,neutral,0,0,0
AEE,Thu Mar 31 18:10:45 +0000 2022,1.51E+18,0,neutral,0,0,0
AAL,Mon Apr 04 21:37:44 +0000 2022,1.51E+18,0.2,negative,0.45,-0.1,0.4
AAL,Mon Apr 04 18:02:29 +0000 2022,1.51E+18,0,neutral,0,0,0
AAL,Mon Apr 04 11:23:49 +0000 2022,1.51E+18,0.106666667,positive,0.526666667,0.106666667,0.526666667
AAL,Mon Apr 04 05:01:00 +0000 2022,1.51E+18,0.2,negative,0.45,-0.1,0.4
AAL,Mon Apr 04 04:23:03 +0000 2022,1.51E+18,0,neutral,0.2,0,0.2
AAL,Mon Apr 04 03:33:06 +0000 2022,1.51E+18,0.2,positive,0.45,0.4,0.8
AAL,Mon Apr 04 01:02:30 +0000 2022,1.51E+18,0.2,positive,0.45,0.4,0.8
AAL,Sun Apr 03 22:55:43 +0000 2022,1.51E+18,0,neutral,0,0,0
AAL,Fri Apr 01 18:31:08 +0000 2022,1.51E+18,0.275,positive,0.5,0.2,0.5
AAL,Fri Apr 01 06:15:00 +0000 2022,1.51E+18,0.2,negative,0.45,-0.1,0.4
AAL,Thu Mar 31 23:37:04 +0000 2022,1.51E+18,0,neutral,0.2,0,0.2
AAL,Thu Mar 31 19:23:21 +0000 2022,1.51E+18,0.275,positive,0.5,0.2,0.5
AAL,Thu Mar 31 17:16:16 +0000 2022,1.51E+18,0,neutral,0,0,0
AAL,Thu Mar 31 17:16:16 +0000 2022,1.51E+18,0,neutral,0,0,0
AAL,Thu Mar 31 17:16:16 +0000 2022,1.51E+18,0,neutral,0,0,0
AAL,Thu Mar 31 17:16:16 +0000 2022,1.51E+18,0,neutral,0,0,0
AAL,Thu Mar 31 17:16:16 +0000 2022,1.51E+18,0,neutral,0,0,0
AAL,Wed Mar 30 23:06:06 +0000 2022,1.51E+18,0,neutral,0.2,0,0.2
AEP,Mon Apr 04 14:49:48 +0000 2022,1.51E+18,0,neutral,0,0,0
AEP,Mon Apr 04 12:54:48 +0000 2022,1.51E+18,0.666666667,positive,1,0.666666667,1
AEP,Fri Apr 01 11:49:01 +0000 2022,1.51E+18,0.16,positive,0.54,0.16,0.54
AXP,Mon Apr 04 19:29:35 +0000 2022,1.51E+18,0,neutral,0,0,0
AXP,Mon Apr 04 03:17:42 +0000 2022,1.51E+18,0.16,positive,0.54,0.16,0.54
AXP,Fri Apr 01 16:09:04 +0000 2022,1.51E+18,0,neutral,0,0,0
AXP,Thu Mar 31 22:30:02 +0000 2022,1.51E+18,0.275,positive,0.5,0.2,0.5
AXP,Thu Mar 31 19:57:06 +0000 2022,1.51E+18,1,positive,0.3,1,0.3
AXP,Thu Mar 31 17:16:16 +0000 2022,1.51E+18,0,neutral,0,0,0
AXP,Thu Mar 31 17:16:16 +0000 2022,1.51E+18,0,neutral,0,0,0
AXP,Thu Mar 31 17:16:16 +0000 2022,1.51E+18,0,neutral,0,0,0
AXP,Thu Mar 31 17:16:16 +0000 2022,1.51E+18,0,neutral,0,0,0
AXP,Thu Mar 31 16:26:09 +0000 2022,1.51E+18,0,neutral,0,0,0
AXP,Thu Mar 31 16:08:39 +0000 2022,1.51E+18,0.275,positive,0.5,0.2,0.5
AXP,Wed Mar 30 17:24:08 +0000 2022,1.51E+18,1,positive,0.3,1,0.3
AMT,Mon Apr 04 14:49:40 +0000 2022,1.51E+18,0.068181818,positive,0.227272727,0.068181818,0.227272727
AMT,Sun Apr 03 17:48:24 +0000 2022,1.51E+18,0.16,positive,0.54,0.16,0.54
AMT,Fri Apr 01 17:06:08 +0000 2022,1.51E+18,1,positive,0.3,1,0.3
AMT,Thu Mar 31 22:47:00 +0000 2022,1.51E+18,0.106666667,positive,0.526666667,0.106666667,0.526666667
AMT,Thu Mar 31 19:48:08 +0000 2022,1.51E+18,1,positive,0.3,1,0.3
AMT,Thu Mar 31 14:30:30 +0000 2022,1.51E+18,1,positive,0.3,1,0.3
AWK,Mon Apr 04 23:00:01 +0000 2022,1.51E+18,0.275,positive,0.5,0.2,0.5
AWK,Mon Apr 04 17:32:23 +0000 2022,1.51E+18,0,neutral,0,0,0
AWK,Mon Apr 04 14:50:18 +0000 2022,1.51E+18,0,neutral,0,0,0
AWK,Thu Mar 31 15:35:41 +0000 2022,1.51E+18,0.045454545,positive,0.151515152,0.045454545,0.151515152
AWK,Thu Mar 31 14:27:53 +0000 2022,1.51E+18,0.106666667,positive,0.526666667,0.106666667,0.526666667
AWK,Wed Mar 30 22:30:02 +0000 2022,1.51E+18,0.275,positive,0.5,0.2,0.5
AMP,Mon Apr 04 19:27:14 +0000 2022,1.51E+18,0.214285714,positive,0.571428571,0.214285714,0.571428571
AMP,Mon Apr 04 17:00:01 +0000 2022,1.51E+18,0,neutral,0,0,0
AMP,Mon Apr 04 14:14:14 +0000 2022,1.51E+18,0,neutral,0,0,0
AMP,Sat Apr 02 20:40:18 +0000 2022,1.51E+18,-0.05,negative,0.4,-0.05,0.4
AMP,Sat Apr 02 10:40:32 +0000 2022,1.51E+18,-0.4,negative,0.6,-0.4,0.6
AMP,Sat Apr 02 03:51:49 +0000 2022,1.51E+18,0,neutral,0,0,0
AMP,Thu Mar 31 16:00:12 +0000 2022,1.51E+18,-0.075,negative,0.485,-0.075,0.485
AMP,Thu Mar 31 00:04:26 +0000 2022,1.51E+18,0,neutral,0,0,0
ABC,Mon Apr 04 08:15:36 +0000 2022,1.51E+18,0,neutral,0,0,0
ABC,Sat Apr 02 16:31:41 +0000 2022,1.51E+18,0,neutral,0,0,0
ABC,Thu Mar 31 19:37:22 +0000 2022,1.51E+18,0,neutral,0,0,0
AME,Sat Apr 02 14:14:56 +0000 2022,1.51E+18,0.16,positive,0.54,0.16,0.54
AMGN,Fri Apr 01 15:26:37 +0000 2022,1.51E+18,0.106666667,positive,0.526666667,0.106666667,0.526666667
AMGN,Thu Mar 31 17:16:16 +0000 2022,1.51E+18,0,neutral,0,0,0
AMGN,Thu Mar 31 16:51:33 +0000 2022,1.51E+18,0.275,positive,0.5,0.2,0.5
AMGN,Thu Mar 31 14:27:06 +0000 2022,1.51E+18,1,positive,0.3,1,0.3
APH,Thu Mar 31 10:00:26 +0000 2022,1.51E+18,-0.140740741,negative,0.185185185,-0.140740741,0.185185185
ADI,Mon Apr 04 20:44:19 +0000 2022,1.51E+18,0,neutral,0.75,0,0.75
ADI,Sun Apr 03 08:55:36 +0000 2022,1.51E+18,0,neutral,0,0,0
ADI,Fri Apr 01 16:02:11 +0000 2022,1.51E+18,0,neutral,0,0,0
ADI,Wed Mar 30 22:06:17 +0000 2022,1.51E+18,0,neutral,0.75,0,0.75
ANSS,Mon Apr 04 09:00:57 +0000 2022,1.51E+18,-0.140740741,negative,0.185185185,-0.140740741,0.185185185
AON,Sun Apr 03 19:01:34 +0000 2022,1.51E+18,-0.140740741,negative,0.185185185,-0.140740741,0.185185185
APA,Mon Apr 04 18:29:25 +0000 2022,1.51E+18,0,neutral,0,0,0
APA,Mon Apr 04 17:31:56 +0000 2022,1.51E+18,0,neutral,0,0,0
APA,Mon Apr 04 17:00:27 +0000 2022,1.51E+18,0,neutral,0,0,0
APA,Mon Apr 04 14:10:10 +0000 2022,1.51E+18,0,neutral,0,0,0
APA,Thu Mar 31 21:41:59 +0000 2022,1.51E+18,0,neutral,0,0,0
APA,Thu Mar 31 17:16:16 +0000 2022,1.51E+18,0,neutral,0,0,0
APA,Thu Mar 31 15:48:50 +0000 2022,1.51E+18,0,neutral,0,0,0
AAPL,Mon Apr 04 23:54:31 +0000 2022,1.51E+18,0.05,positive,0.2,0.03,0.24
AAPL,Mon Apr 04 23:44:08 +0000 2022,1.51E+18,0,neutral,0.3,0,0.3
AAPL,Mon Apr 04 22:35:17 +0000 2022,1.51E+18,0.2,positive,0.46,0.5,1
AAPL,Mon Apr 04 22:29:59 +0000 2022,1.51E+18,0,neutral,0,0,0
AAPL,Mon Apr 04 21:40:22 +0000 2022,1.51E+18,0.65,positive,0.875,0.65,0.875
AAPL,Mon Apr 04 21:39:51 +0000 2022,1.51E+18,0.2,negative,0.45,-0.1,0.4
AAPL,Mon Apr 04 20:19:33 +0000 2022,1.51E+18,0.6,positive,1,0.6,1
AAPL,Mon Apr 04 19:55:11 +0000 2022,1.51E+18,0,neutral,0,0,0
AAPL,Mon Apr 04 19:52:04 +0000 2022,1.51E+18,0.016071429,positive,0.582142857,0.016071429,0.582142857
AAPL,Mon Apr 04 19:50:33 +0000 2022,1.51E+18,0.16,positive,0.54,0.16,0.54
AAPL,Mon Apr 04 19:47:09 +0000 2022,1.51E+18,0.275,positive,0.5,0.2,0.5
AAPL,Mon Apr 04 19:46:49 +0000 2022,1.51E+18,0,neutral,0,0,0
AAPL,Mon Apr 04 19:46:49 +0000 2022,1.51E+18,0,neutral,0,0,0
AAPL,Mon Apr 04 19:43:24 +0000 2022,1.51E+18,0,neutral,0,0,0
AAPL,Mon Apr 04 19:40:21 +0000 2022,1.51E+18,0,neutral,0,0,0
AAPL,Mon Apr 04 19:33:08 +0000 2022,1.51E+18,0,neutral,0,0,0
AAPL,Mon Apr 04 19:19:15 +0000 2022,1.51E+18,0.016071429,positive,0.582142857,0.016071429,0.582142857
AAPL,Mon Apr 04 18:00:02 +0000 2022,1.51E+18,0.183333333,positive,0.55,0.183333333,0.55
AAPL,Mon Apr 04 17:47:09 +0000 2022,1.51E+18,0,neutral,0,0,0
AAPL,Mon Apr 04 17:16:03 +0000 2022,1.51E+18,-0.05,negative,0.633333333,-0.05,0.633333333
AMAT,Mon Apr 04 16:20:38 +0000 2022,1.51E+18,0,neutral,0,0,0
