ticker,created,id,tweet
ABBV,Mon Apr 04 16:40:43 +0000 2022,1.51E+18, ABBV  15s  delayed   Issued Press Release on April 04  12 39 00  Resorts World Las Vegas Secures First of its Kind Agreement With Allergan Aesthetics https   t co PPqXiZh8GH
ABBV,Mon Apr 04 14:06:25 +0000 2022,1.51E+18, ABBV 13 has crossed above    48 and ERROR retrieving 200 data  check manually  for the 15m intverval  10 00 02 AM
ABBV,Mon Apr 04 13:26:19 +0000 2022,1.51E+18, ABBV high OI range is 162 50 to 165 00 for option expiration 04 08 2022 PutCallRatio 1 00  maxpain  options https   t co s4XiArylsG https   t co QSVoMmL5lf
ABBV,Fri Apr 01 13:07:22 +0000 2022,1.51E+18, ABBV 13 has crossed below    48 and ERROR retrieving 200 data  check manually  for the 15m intverval  09 00 02 AM
ABBV,Fri Apr 01 12:35:35 +0000 2022,1.51E+18, ABBV open interest for maturity 04 01 2022  High put 160 00 High call 165 00 PutCallRatio 0 84  maxpain  options https   t co AUmJg1MAVP https   t co 60m0cnM8T0
ABBV,Fri Apr 01 00:48:07 +0000 2022,1.51E+18,Stock   ABBV        REALTIME TREND     BUY BUY   95 00   SELL   5 00   Try now the Best Pivot Point Calculator   https   t co w640dAz5Nc  tradingview  stocks  stockstowatch
ABBV,Thu Mar 31 17:16:15 +0000 2022,1.51E+18, ABBV Strike  135 00 Expiration  2022 11 18 Call  ABBV221118C135 Price  30 78 Size  1099 Time  2022 03 31 11 33 52AM Premium   3 382 722 00
ABBV,Wed Mar 30 22:15:20 +0000 2022,1.51E+18,Stock   ABBV        REALTIME TREND     SELL BUY   5 00   SELL   95 00   Try now the Best Pivot Point Calculator   https   t co 5PX73lNAlb  tradingview  stocks  stockstowatch
ABMD,Mon Apr 04 21:09:05 +0000 2022,1.51E+18,Insider David M Weber reports selling 7 500 shares of  ABMD for a total cost of  2 550 000 00 https   t co F1TnT2kAX0
ABMD,Fri Apr 01 21:51:19 +0000 2022,1.51E+18, ABMD open interest for maturity 04 14 2022  High put 160 00 High call 330 00 PutCallRatio 0 29  maxpain  options https   t co oAKJXONPv2 https   t co ZFTOdLfLMU
ACN,Mon Apr 04 22:00:58 +0000 2022,1.51E+18, ACN  15s  delayed   Issued Press Release on April 04  17 59 00  Accenture to Host Virtual Investor  amp amp  Analyst Conference on Thursday  April 7 https   t co S1MsVZXjWy
ACN,Mon Apr 04 13:08:20 +0000 2022,1.51E+18, ACN 13 has crossed above    48 and ERROR retrieving 200 data  check manually  for the 15m intverval  09 00 06 AM
ACN,Mon Apr 04 11:01:49 +0000 2022,1.51E+18, ACN  15s  delayed   Issued Press Release on April 04  06 59 00  New Accenture Report Highlights Significant Spike in Consumer Fraud  Offers Steps for Public Safety Agencies to Help Counter the Increase https   t co pi6XuyMlDI
ACN,Mon Apr 04 08:42:21 +0000 2022,1.51E+18, ACN  15s  delayed   Issued Press Release on April 04  04 41 00  Accenture finalise l acquisition d https   t co MnXV7idfHY https   t co gGj4TZFhNV
ACN,Mon Apr 04 08:03:05 +0000 2022,1.51E+18, ACN  15s  delayed   Issued Press Release on April 04  03 59 00  Accenture Completes Acquisition of https   t co MnXV7idfHY https   t co 2zt27EzUXC
ACN,Sat Apr 02 18:44:24 +0000 2022,1.51E+18, ACN Max Pain 330 00  Maturity 04 08 2022   maxpain  options https   t co 8uGw4Zvvlh https   t co Vxe5GjrCQP
ACN,Fri Apr 01 14:10:28 +0000 2022,1.51E+18, ACN 13 has crossed below    48 and ERROR retrieving 200 data  check manually  for the 15m intverval  10 00 02 AM
ACN,Thu Mar 31 14:18:09 +0000 2022,1.51E+18,Stock   ACN        REALTIME TREND     SELL BUY   5 00   SELL   95 00   Try now the Best Pivot Point Calculator   https   t co CZpTFIvcGq  tradingview  stocks  stockstowatch
ATVI,Mon Apr 04 12:44:30 +0000 2022,1.51E+18, ATVI  15s  delayed   Issued Press Release on April 04  08 30 00  How M amp amp A Deals in 2022 Could Surpass 2021 s Record Breaking Year https   t co zmTyiHSYS8
ATVI,Mon Apr 04 03:33:06 +0000 2022,1.51E+18,FREE  OPTIONS Ideas BONUS PICKS  Scale out when above 25  Profit   CMCSA C gt 47 71   P lt 46 95  AAL C gt 18 37   P lt 18 10  KMI  C gt 19 20   P lt 19 00  HD C gt 302 92   P lt 299 35  EBAY C gt 58 23   P lt 57 40  KR  C gt 57 75   P lt 56 75  ATVI C gt 80 76   P lt 79 89  Help a brother out with a    https
ATVI,Mon Apr 04 01:02:30 +0000 2022,1.51E+18,FREE  OPTIONS Ideas BONUS PICKS  Scale out when above 25  Profit   CMCSA C gt 47 71   P lt 46 95  AAL C gt 18 37   P lt 18 10  KMI  C gt 19 20   P lt 19 00  HD C gt 302 92   P lt 299 35  EBAY C gt 58 23   P lt 57 40  KR  C gt 57 75   P lt 56 75  ATVI C gt 80 76   P lt 79 89  Help a brother out with a    https   t co LgNHQOK2ay
ATVI,Fri Apr 01 18:40:08 +0000 2022,1.51E+18, ATVI open interest for maturity 04 01 2022  High put 80 00 High call 81 00 PutCallRatio 0 67  maxpain  options https   t co bMWh1t4vL9 https   t co q3XIEe5X5C
ADM,Sat Apr 02 00:43:29 +0000 2022,1.51E+18, ADM Max Pain 87 00  Maturity 04 01 2022   maxpain  options https   t co ZM0SF44pxi https   t co EBQlfWhcCr
ADM,Fri Apr 01 21:46:01 +0000 2022,1.51E+18, NYSE    AcherDaniels   ADM   algorithmic trading  3 for 3  scalped   1 380 00 today  Now you can too with  daVinci  our 100  auto ex  daytrading strategy for most liquid markets  Trade with confidence  trade our algorithms  Limited end user licenses available for   TradeStation  https   t co 2BiNuv84Ct
ADM,Fri Apr 01 00:50:59 +0000 2022,1.51E+18,OBSERVANCE 2023 03 24  ADM close price will PEAK to  83 9418907858676 which is  7 00  LOSS  adm  equity   What is your contemplation  
ADBE,Fri Apr 01 13:01:32 +0000 2022,1.51E+18, ADBE 13 has crossed below    48 and ERROR retrieving 200 data  check manually  for the 15m intverval  09 00 02 AM
ADBE,Fri Apr 01 00:57:05 +0000 2022,1.51E+18,Stock   ADBE        REALTIME TREND     BUY BUY   95 00   SELL   5 00   Try now the Best Pivot Point Calculator   https   t co Jdh0mVsEsi  tradingview  stocks  stockstowatch
ADBE,Thu Mar 31 20:01:40 +0000 2022,1.51E+18, ADBE 13 has crossed below    48 and ERROR retrieving 200 data  check manually  for the 15m intverval  04 00 03 PM
ADP,Mon Apr 04 19:53:12 +0000 2022,1.51E+18, ADP Max Pain is 220 00 for maturity 04 08 2022   maxpain  options https   t co 1a9IKkCu9U https   t co 9LpHBXMtWM
ADP,Wed Mar 30 19:13:16 +0000 2022,1.51E+18,2022 03 30 3 05 PM  ADP  ADP Automatic Data Processing up 1 17     1 00 billion gain   https   t co ivgQeNQvQi  Mar 30  ADP  455K  Led by Leisure  amp  Hospitality Again https   t co xLJPln2J76
AAP,Sat Apr 02 01:43:15 +0000 2022,1.51E+18, AAP open interest for maturity 04 14 2022  High put 200 00 High call 220 00 PutCallRatio 2 38  maxpain  options https   t co 47PUkbuxeT https   t co Ak3MpTRLFK
AES,Mon Apr 04 15:31:19 +0000 2022,1.51E+18,Nice print for  AES Size  141500 Price  25 89 Amount   3 663 435 00 Time  1131 See more  https   t co SlUBOPYiJB Join https   t co JWvlYbdLod to get REAL TIME prints  Runners    https   t co VC1LdPHaJR Losers    https   t co 9MWV4THfhQ Gappers    https   t co bHQKF1W40n
AES,Sun Apr 03 00:01:31 +0000 2022,1.51E+18,The AES Corp    AES    QUOTE  AES was DOWN   on Fri Apr 01 Closed at 26 22 USD for a 0 00  loss from previous close          ANALYSIS The AES Corp should be nationalized      
AES,Wed Mar 30 19:01:09 +0000 2022,1.51E+18,Nice print for  AES Size  125000 Price  25 35 Amount   3 168 750 00 Time  1501 See more  https   t co SlUBOPYiJB Join https   t co JWvlYbdLod to get REAL TIME prints  Runners    https   t co VC1LdPHaJR Losers    https   t co 9MWV4THfhQ Gappers    https   t co bHQKF1W40n
AES,Wed Mar 30 19:00:51 +0000 2022,1.51E+18,Nice print for  AES Size  125000 Price  25 35 Amount   3 168 750 00 Time  1500 See more  https   t co SlUBOPYiJB Join https   t co JWvlYbdLod to get REAL TIME prints  Runners    https   t co VC1LdPHaJR Losers    https   t co 9MWV4THfhQ Gappers    https   t co bHQKF1W40n
AES,Wed Mar 30 18:52:49 +0000 2022,1.51E+18,Nice print for  AES Size  125000 Price  25 43 Amount   3 178 750 00 Time  1452 See more  https   t co SlUBOPYiJB Join https   t co JWvlYbdLod to get REAL TIME prints  Runners    https   t co VC1LdPHaJR Losers    https   t co 9MWV4THfhQ Gappers    https   t co bHQKF1W40n
AFL,Mon Apr 04 21:09:04 +0000 2022,1.51E+18,Insider Joseph L Moskowitz reports selling 300 shares of  AFL for a total cost of  19 461 00 https   t co fEbZAxysa7
AFL,Wed Mar 30 22:30:02 +0000 2022,1.51E+18,Nice print for  AFL Size  341106 Price  65 5 Amount   22 342 443 00 Time  1830 See more  https   t co Tniza8nSU0 Join https   t co JWvlYbdLod to get REAL TIME prints  Runners    https   t co VC1LdPHaJR Losers    https   t co 9MWV4THfhQ Gappers    https   t co bHQKF1W40n
A,Mon Apr 04 18:48:28 +0000 2022,1.51E+18, A Max Pain 140 00  Maturity 04 14 2022   maxpain  options https   t co JWdNPrRAld https   t co y4g4Y6fCmJ
A,Mon Apr 04 17:07:43 +0000 2022,1.51E+18, a  15s  delayed   Issued Press Release on April 04  13 00 00  ACC 22  Medtronic renal denervation system demonstrates significant blood pressure reduction through three years https   t co ZxV3MjcuHv
A,Mon Apr 04 17:00:00 +0000 2022,1.51E+18, a  15s  delayed   Issued Press Release on April 04  12 57 00  DoubleVerify to Announce First Quarter 2022 Financial Results on May 10  2022 https   t co RzGEG8I8Dd
A,Mon Apr 04 15:02:52 +0000 2022,1.51E+18, a  15s  delayed   Issued Press Release on April 04  11 00 00  UMH PROPERTIES  INC  WILL HOST FIRST QUARTER 2022 FINANCIAL RESULTS WEBCAST AND CONFERENCE CALL https   t co hZB7JwQHaT
A,Mon Apr 04 13:03:46 +0000 2022,1.51E+18, a  15s  delayed   Issued Press Release on April 04  09 00 00  First Republic Bank Declares Dividends on Five Series of Perpetual Preferred Stock https   t co UPXwApkUZt
A,Mon Apr 04 13:03:41 +0000 2022,1.51E+18, a  15s  delayed   Issued Press Release on April 04  09 00 00  ZoomInfo Earns Top Spot in 25 G2 Grids for Fifth Consecutive Quarter https   t co YOg2xCvhvZ
A,Mon Apr 04 13:03:40 +0000 2022,1.51E+18, a  15s  delayed   Issued Press Release on April 04  09 00 00  Franklin Templeton Completes Acquisition of Lexington Partners  a Global Leader in Secondary Private Equity and Co Investments https   t co w4q7CSfGNy
A,Mon Apr 04 13:01:09 +0000 2022,1.51E+18, a  15s  delayed   Issued Press Release on April 04  08 59 00  Dolby announces general availability of https   t co 28Bw5vf5nl Transcode API https   t co 1s9CsVEuZR
A,Mon Apr 04 11:01:50 +0000 2022,1.51E+18, a  15s  delayed   Issued Press Release on April 04  07 00 00  BJ s Wholesale Club Announces Opening Date for its Newest Location in Pittsburgh https   t co XnGD1Gbyan
A,Mon Apr 04 10:11:07 +0000 2022,1.51E+18, a  15s  delayed  acc  90   always check  Earnings Release April 04  06 00 00  Q4  GAAP EPS of   0 02  Revenue  13 04M  2021  EPS of   0 05  Revenue  56 10M  https   t co YLboQOw42u
A,Mon Apr 04 10:11:03 +0000 2022,1.51E+18, a  15s  delayed   Issued Press Release on April 04  06 00 00  TuanChe Announces Unaudited Fourth Quarter and Full Year 2021 Financial Results https   t co rdJ60Ai32b
A,Mon Apr 04 08:00:12 +0000 2022,1.51E+18, a  15s  delayed   Issued Press Release on April 04  03 55 00  Domestic Couriers Global Market Report 2022 https   t co MybEvQTZP6
A,Sun Apr 03 11:00:44 +0000 2022,1.51E+18,Agilent Technologies Inc    A    QUOTE  A was DOWN   on Fri Apr 01 Closed at 133 97 USD for a 0 00  loss from previous close          ANALYSIS Agilent Technologies Inc should be nationalized      
A,Sat Apr 02 23:04:05 +0000 2022,1.51E+18, A has a very good Piotroski F score of 8 00  This indicates great health and profitability  https   t co oKDmKG3gYl https   t co w6i05nntSA
A,Fri Apr 01 20:16:11 +0000 2022,1.51E+18, a  15s  delayed   Issued Press Release on April 01  16 13 00  Mr  Ray Leonard  amp amp  Ms  Shirley Wang Elected as Directors of Douglas Emmett https   t co bX9mcsnm2K
A,Fri Apr 01 13:04:47 +0000 2022,1.51E+18, a  15s  delayed   Issued Press Release on April 01  09 00 00  Amnesty International Partners With Planet to Tackle Deforestation in Cambodia https   t co 8n6j5fLh0k
A,Fri Apr 01 13:04:37 +0000 2022,1.51E+18, a  15s  delayed   Issued Press Release on April 01  09 00 00  Wealth Manager Kathleen Kalp Joins First Republic in Santa Barbara https   t co DD38IkalrR
A,Fri Apr 01 12:20:25 +0000 2022,1.51E+18, a  15s  delayed   Issued Press Release on April 01  08 15 00  Life Storage  Inc  Announces Dividend on Common Stock https   t co 4wdgVGZXY9
A,Fri Apr 01 12:05:49 +0000 2022,1.51E+18, cryptoprices Live Crypto Prices  24h change   BTC   45 081 00   4 37   ETH   3 283 48   3 61   DOT   21 14   7 23   LTC   121 99   6 12   AVAX   93 19   6 27   MIOTA   0 8603   7 29   FTT   48 97   4 06    Powered by CoinGecko API  BTC  ETH  DOT  LTC  A  https   t co yxjEaT3YtU
A,Thu Mar 31 19:28:00 +0000 2022,1.51E+18, a leading higher education online facilitator  15s  delayed   Issued Press Release on March 31  15 23 00  Academic Partnerships Wins Comparably Awards for  Best Places to Work in Dallas  and  Best Marketing Teams  https   t co oIz3p9G07t
AIG,Mon Apr 04 17:41:06 +0000 2022,1.51E+18, AIG Max Pain 61 00  Maturity 04 08 2022   maxpain  options https   t co HzY3LLs9QO https   t co NwwDqhKP7L
AIG,Thu Mar 31 12:35:41 +0000 2022,1.51E+18, AIG  15s  delayed   Issued Press Release on March 31  08 31 00  AIG Announces Cash Tender Offers for Certain Outstanding Notes https   t co Ems8X0x1s3
AKAM,Mon Apr 04 22:04:04 +0000 2022,1.51E+18,Akamai Technologies  Inc current quarter revenue growth YoY of 7 00  ranked 2639 out of 5728 companies in our database      https   t co Cr9bZVzF6Z  AKAM        https   t co tDmgbJqofE
AKAM,Mon Apr 04 16:21:11 +0000 2022,1.51E+18, AKAM  110 00 Aug 19 2022 PUT     Underlying   121 06   Difference  10 05  Daily   Volume   1 028 690 Volume  2 509 OI  426 IV  30 03  Bid Ask   3 90  4 30
AKAM,Mon Apr 04 14:54:03 +0000 2022,1.51E+18,Akamai Technologies  Inc current quarter revenue growth YoY of 7 00  ranked 2639 out of 5727 companies in our database      https   t co Cr9bZVzF6Z  AKAM        https   t co ntv3TtQ8oU
AKAM,Mon Apr 04 12:15:04 +0000 2022,1.51E+18,Akamai Technologies  Inc current quarter revenue growth YoY of 7 00  ranked 2639 out of 5727 companies in our database      https   t co N4HfRPqNXP  AKAM
AKAM,Sun Apr 03 08:51:02 +0000 2022,1.51E+18,Akamai Technologies  Inc current quarter revenue growth YoY of 7 00  ranked 2639 out of 5726 companies in our database      https   t co N4HfRPqNXP  AKAM
AKAM,Sat Apr 02 16:42:58 +0000 2022,1.51E+18, AKAM open interest for maturity 04 08 2022  High put 100 00 High call 140 00 PutCallRatio 1 58  maxpain  options https   t co Q94pY58037 https   t co F3sZh3yQDe
AKAM,Sat Apr 02 11:19:00 +0000 2022,1.51E+18,Akamai Technologies  Inc current quarter revenue growth YoY of 7 00  ranked 2642 out of 5724 companies in our database      https   t co N4HfRPqNXP  AKAM
AKAM,Fri Apr 01 18:54:03 +0000 2022,1.51E+18,Akamai Technologies  Inc current quarter revenue growth YoY of 7 00  ranked 2642 out of 5722 companies in our database      https   t co Cr9bZVzF6Z  AKAM        https   t co AuPfxuRemE
AKAM,Wed Mar 30 22:12:25 +0000 2022,1.51E+18,Insider Edward J McGowan reports selling 3 805 shares of  AKAM for a total cost of  456 600 00 https   t co FXXicWho1u
AKAM,Wed Mar 30 19:15:01 +0000 2022,1.51E+18,Akamai Technologies  Inc current quarter revenue growth YoY of 7 00  ranked 2642 out of 5722 companies in our database      https   t co N4HfRPqNXP  AKAM
ALK,Sun Apr 03 09:34:05 +0000 2022,1.51E+18,Alaska Air Group  Inc current quarter revenue growth YoY of 135 00  ranked 370 out of 5726 companies in our database      https   t co sDmVLx6X7T  ALK        https   t co FwjuV367aV
ALB,Mon Apr 04 19:32:49 +0000 2022,1.51E+18, ALB Max Pain 200 00  Maturity 04 14 2022   maxpain  options https   t co LqpTpfJE5A https   t co PS6K0XpKnt
ALB,Sun Apr 03 13:09:25 +0000 2022,1.51E+18,Dividend Aristocrats with CAGR  gt 10  during a terrible period for the market   the DotCom Peak 3 10 00 to the Financial Crisis Low 10 9 08 CAGR 3 00 10 08  PBCT 24 17   CHD 23 33   CB 23 17   FRT 21 37   BRO 19 67   ESS 17 30   GD 15 82   WST 15 77   O 15 67   ALB 15 37  cont 
ALB,Fri Apr 01 02:06:47 +0000 2022,1.51E+18, ALB Max Pain is 195 00 for maturity 04 14 2022   maxpain  options https   t co LqpTpfJE5A https   t co scTDX8estZ
ARE,Thu Mar 31 12:43:03 +0000 2022,1.51E+18, ARE  15s  delayed   Issued Press Release on March 31  08 30 00  Alexandria Venture Investments Recognized as One of the Top Five Most Active U S  Investors in Agrifoodtech for Second Consecutive Year https   t co RUookRLpef
ALGN,Wed Mar 30 19:28:45 +0000 2022,1.51E+18, ALGN open interest for maturity 04 01 2022  High put 260 00 High call 660 00 PutCallRatio 0 23  maxpain  options https   t co yIyX8HIS6N https   t co CcSgGN76G3
ALLE,Mon Apr 04 16:49:51 +0000 2022,1.51E+18,   ALLE price target update    Target Lowered by Barclays From  160 00 to  150 00  Day quote change   110 96   0 44   Target upside  35 18   Published  April 4  2022 https   t co uVM9BLcmHp
ALLE,Mon Apr 04 14:34:04 +0000 2022,1.51E+18,   ALLE price target update    Target Lowered by Barclays From  160 00 to  150 00  Day quote change   109 81   1 51   Target upside  36 6   Published  April 4  2022 https   t co uVM9BLcmHp
ALLE,Fri Apr 01 16:03:58 +0000 2022,1.51E+18, ALLE Max Pain 115 00  Maturity 04 14 2022   maxpain  options https   t co rXObD4n7e8 https   t co Cdm9Xe9Ord
LNT,Mon Apr 04 19:43:49 +0000 2022,1.51E+18, LNT  15s  delayed   Issued Press Release on April 04  15 30 00  Sense  Alliant Energy and Cadmus collaborate on new study https   t co 8zluOwG8p9
LNT,Thu Mar 31 23:16:25 +0000 2022,1.51E+18, LNT high OI range is 60 00 to 65 00 for option expiration 04 14 2022 PutCallRatio 0 26  maxpain  options https   t co sgRN8gg34p https   t co nzLiYvuWde
ALL,Mon Apr 04 15:07:26 +0000 2022,1.51E+18, ALL Has room to  22 00 19c 4 14  11  swingtrade after breaking  18 15 50 EMA 10 min chart  lowkeystonksLLC  CubeScalps https   t co u3V1cirbTX
ALL,Thu Mar 31 12:30:34 +0000 2022,1.51E+18,Top 5  crypto losers in the past 24 hours     Vita Inu  Lost   42 79     MYCE  Lost   25 03     All Sports  Lost   24 00     StarSharks  SSS   Lost   23 11     DOSE  Lost   18 85     Sell like  HODL retweet 
GOOGL,Mon Apr 04 19:29:35 +0000 2022,1.51E+18,Bull Forecasts March 04  2022 13 16 00 PDT       ticker   log change intraday  ARKF    5 44  PVH    9 56  NKE    1 72  DWAC   0 36  SIG    3 18  GOOGL    1 47  TNL    3 43  AXP    1 85  IYR   0 80  DOW   0 68
GOOGL,Mon Apr 04 18:15:27 +0000 2022,1.51E+18, GOOGL  GOOG two pivots of interest are the 2850 49 and 2885 00 levels  Ideally the 10EMA bounce holds the first at close  https   t co 3Ckryb1Poc
GOOGL,Mon Apr 04 18:02:24 +0000 2022,1.51E+18, GOOGL 04 14 22  2600 00 CALL  Type  large Time  12 39 45 Total Size  250 Contracts Total Value   6575000 Average Price   263 Ask   264 2 Bid   259 2 Underlying   2858 48 Sentiment  neutral
GOOGL,Mon Apr 04 17:57:43 +0000 2022,1.51E+18, GOOGL 05 20 22  2900 00 PUT  Type  large Time  12 39 45 Total Size  250 Contracts Total Value   3275000 Average Price   131 Ask   133 1 Bid   130 7 Underlying   2858 48 Sentiment  neutral
GOOGL,Mon Apr 04 17:14:08 +0000 2022,1.51E+18, GOOGL   next suggested buy entry when clears  2875 90 on heavy volume  Projected price target  3137 00 area  Earnings 4 26   https   t co oHxMEw1wDw
GOOGL,Mon Apr 04 17:11:07 +0000 2022,1.51E+18, GOOGL   next suggested buy entry when clears  2875 90 on heavy volume  Projected price target  3137 00 area  Earnings 4 26 https   t co R3LRen5BSS
GOOGL,Mon Apr 04 08:15:35 +0000 2022,1.51E+18,Bull Forecasts March 03  2022 13 16 00 PDT       ticker   log change intraday  FEZ    2 51  PVH    3 11  SPY    1 08  GOOGL    2 25  JBHT    1 02  KSS    0 01  CHK   1 54  CORN    1 34  RKT    0 27  GME    5 15
GOOGL,Sat Apr 02 16:31:41 +0000 2022,1.51E+18,Bull Forecasts March 03  2022 13 16 00 PDT       ticker   log change intraday  FEZ    2 51  PVH    3 11  SPY    1 08  GOOGL    2 25  JBHT    1 02  KSS    0 01  CHK   1 54  CORN    1 34  RKT    0 27  GME    5 15
GOOGL,Fri Apr 01 21:46:16 +0000 2022,1.51E+18, GOOGL Max Pain 2790 00  Maturity 04 01 2022   maxpain  options https   t co 9hwyX8zVjK https   t co mtOggbQIB1
GOOGL,Fri Apr 01 18:02:12 +0000 2022,1.51E+18, GOOGL 13 has crossed below    48 and ERROR retrieving 200 data  check manually  for the 60m intverval  02 00 02 PM
GOOGL,Fri Apr 01 16:56:18 +0000 2022,1.51E+18, GOOGL 05 20 22  2800 00 CALL  Type  large Time  11 38 20 Total Size  340 Contracts Total Value   3879740 Average Price   114 11 Ask   117 9 Bid   115 2 Underlying   2788 06 Sentiment  bearish
GOOGL,Fri Apr 01 16:56:16 +0000 2022,1.51E+18, GOOGL 05 20 22  2800 00 PUT  Type  large Time  11 38 20 Total Size  340 Contracts Total Value   4256800 Average Price   125 2 Ask   126 5 Bid   123 9 Underlying   2788 06 Sentiment  neutral
GOOGL,Fri Apr 01 15:05:39 +0000 2022,1.51E+18, GOOGL  GOOG Momentum Trade Alert   From 5 80 to 20 00 in just one hour  https   t co Z9hniVswH1
GOOGL,Thu Mar 31 21:51:05 +0000 2022,1.51E+18,Stock   GOOGL        REALTIME TREND     BUY BUY   95 00   SELL   5 00   Try now the Best Pivot Point Calculator   https   t co lNvqCZYgjy  tradingview  stocks  stockstowatch
GOOGL,Thu Mar 31 20:10:10 +0000 2022,1.51E+18, GOOGL has hit a week low of 2786 7327 at 20 00 on 31 Mar  trading  Alert https   t co d6iFQvT4kg
GOOGL,Thu Mar 31 16:33:06 +0000 2022,1.51E+18,Stock   GOOGL        REALTIME TREND     BUY BUY   95 00   SELL   5 00   Try now the Best Pivot Point Calculator   https   t co FweNBY9u20  tradingview  stocks  stockstowatch
GOOGL,Wed Mar 30 23:12:39 +0000 2022,1.51E+18, GOOGL  GOOG Based on 30 Wall Street analysts offering 12 month price targets for Alphabet Class A in the last 3 months  The average price target is  3 490 00 with a high forecast of  3 900 00
GOOGL,Wed Mar 30 20:21:12 +0000 2022,1.51E+18, GOOGL Evening Star Daily appearances since 2010  13 Close 5 days later    Avg   14 14 SD  69 29 Worst   202 04 Best  79 55  10 days later  Avg   30 00 SD  82 24 Worst   211 02 Best  67 37  30 days later  Avg   14 89 SD  128 87 Worst   399 96 Best  84 89
GOOGL,Wed Mar 30 20:12:33 +0000 2022,1.51E+18, KGKG the time is here  get in early with  KGKG to  1 00   gme  amc  sndl  amzn  spy  qqq  goog  googl  riot  Bitcoin get in with  KGKG https   t co jWimCHE61A
